project_id,start_date,end_date,planned_duration_days,actual_duration_days,team_size,budget,actual_spent,risk_level,complexity,domain,scope_changes,satisfaction_rating,budget_overrun_percentage,success_metric,success
219,2022-07-13,2024-01-19,480,555,11,173629.30866165896,179832.21558800843,3,High,Operations,0,2.81,3.57,69.96,1
220,2020-09-04,2022-04-20,660,593,6,143252.44205362542,139947.57756845586,2,Medium,Marketing,8,3.77,-2.31,92.76,1
221,2021-05-22,2022-03-06,510,288,7,445199.30036563653,490998.39361954853,4,Low,R&D,7,3.69,10.29,97.14,1
222,2021-04-05,2022-12-16,540,620,21,390649.60947750293,443174.4465019252,3,Medium,R&D,7,3.76,13.45,66.64,1
223,2020-05-11,2021-09-11,450,488,9,71103.41050604897,63405.86043837773,5,Low,Marketing,9,4.16,-10.83,87.59,1
224,2021-11-23,2023-04-05,570,498,21,170902.6169113883,182422.7257397245,4,Medium,IT,5,4.77,6.74,86.0,1
225,2020-02-13,2021-01-11,300,333,28,59983.133913635735,61507.29682347665,3,Low,R&D,6,3.87,2.54,88.9,1
226,2023-04-19,2024-08-22,690,491,21,274174.3339906518,275233.8389236962,3,Low,Operations,5,3.52,0.39,100.0,1
227,2023-02-08,2023-07-02,120,144,21,264294.81355505635,250404.66737324177,1,Low,HR,8,3.21,-5.26,95.26,1
228,2021-04-16,2021-10-29,210,196,6,424117.17052812554,526409.4302978795,5,High,HR,2,3.67,24.12,53.73,0
229,2023-04-20,2023-11-07,240,201,6,188499.75789697224,189129.7166761092,1,Medium,Finance,2,2.68,0.33,100.0,1
230,2021-03-27,2022-03-30,420,368,26,417373.58084587805,334215.3203007417,2,Low,Finance,2,3.49,-19.92,100.0,1
231,2020-01-15,2021-08-10,600,573,27,485588.19444792037,553397.9992181477,1,Low,HR,9,4.87,13.96,96.48,1
232,2020-05-25,2022-05-14,720,719,9,89783.70051454095,108528.73440616389,1,Medium,HR,2,3.42,20.88,82.47,1
233,2023-12-20,2025-12-15,720,726,5,406318.0277613348,398434.47888474027,4,Low,Operations,8,4.44,-1.94,91.42,1
234,2023-07-16,2023-10-07,90,83,5,315480.15371193626,320543.7983731477,3,Low,Marketing,3,3.14,1.61,98.03,1
235,2020-04-30,2021-12-13,570,592,23,266020.68515831383,266723.49636220897,5,High,Finance,6,5.0,0.26,69.24,1
236,2021-04-13,2022-05-08,390,390,6,239241.10039928378,250725.1506923646,1,Low,Marketing,8,5.0,4.8,100.0,1
237,2020-05-18,2021-03-28,360,314,25,403100.7187749393,510336.6062549667,5,Medium,Operations,10,4.41,26.6,55.9,0
238,2020-03-05,2021-08-17,630,530,16,337712.61063840904,365705.98857188126,1,High,HR,6,5.0,8.29,90.72,1
239,2021-11-07,2023-04-29,480,538,30,412270.10038371285,505418.0077251445,2,Low,R&D,8,4.25,22.59,76.34,1
240,2020-05-25,2021-06-26,360,397,10,456417.9764044818,435730.9481328468,1,Low,Marketing,2,4.54,-4.53,100.0,1
241,2022-11-18,2024-04-16,510,515,27,327768.6704437814,341681.2826849482,4,Low,HR,3,4.88,4.24,96.13,1
242,2021-05-02,2023-05-18,630,746,8,491208.22629157006,610621.9640717283,3,High,HR,7,4.13,24.31,48.32,0
243,2021-07-24,2021-11-11,180,110,27,323639.53229384834,316894.6223692221,2,High,IT,5,2.91,-2.08,94.29,1
244,2023-10-02,2024-01-17,120,107,15,336489.9447300272,421225.0004715834,1,Medium,Marketing,4,4.55,25.18,85.95,1
245,2022-09-21,2023-06-02,330,254,28,299667.0238440016,301387.82767148706,5,Low,R&D,3,3.67,0.57,97.6,1
246,2021-03-14,2022-08-18,360,522,21,90950.94097309862,95657.70880735797,2,Medium,Marketing,7,3.72,5.18,65.97,1
247,2023-01-09,2024-03-29,390,445,10,376878.6646926027,508983.82802280376,2,High,HR,0,4.21,35.05,57.36,0
248,2020-09-27,2022-01-13,480,473,28,296350.8381046002,306612.62404329487,1,Medium,R&D,8,4.4,3.46,92.8,1
249,2023-03-15,2024-01-21,270,312,9,252909.70133724698,283714.5760056145,2,High,Operations,0,4.11,12.18,74.56,1
250,2023-03-26,2024-12-08,510,623,24,459712.0752814729,548190.7728711034,5,High,IT,7,4.45,19.25,42.47,0
251,2022-08-26,2025-01-21,720,879,6,184081.75319387772,208744.34491504575,2,Medium,HR,3,3.51,13.4,73.47,1
252,2021-05-12,2023-05-28,630,746,10,285621.02420675504,325110.4164380111,5,Medium,Finance,8,3.97,13.83,54.42,0
253,2022-08-26,2024-07-09,720,683,26,363938.84217205853,397246.1750450518,1,Low,Finance,10,4.59,9.15,97.71,1
254,2022-04-13,2023-07-16,510,459,15,408412.29905324476,369475.95256782393,3,Low,IT,4,5.0,-9.53,100.0,1
255,2021-01-24,2021-09-24,300,243,20,256706.0635757776,295787.8673706584,2,Medium,Operations,2,5.0,15.22,97.42,1
256,2020-07-12,2021-09-14,390,429,20,428941.13675841934,424707.37254572165,3,Low,HR,8,4.3,-0.99,91.31,1
257,2020-07-17,2021-06-02,330,320,5,396012.98359192885,481696.3655016178,5,High,Marketing,10,4.59,21.64,46.84,0
258,2023-09-11,2024-12-22,510,468,13,79806.19003333963,104211.65824724507,2,High,IT,8,5.0,30.58,61.83,1
259,2022-06-01,2022-08-22,90,82,10,70637.56988208482,58570.30028587578,4,Medium,Operations,3,3.53,-17.08,100.0,1
260,2021-12-26,2022-04-21,90,116,20,329362.5579899411,430170.94282313436,3,Low,Marketing,10,4.44,30.61,56.16,0
261,2022-05-17,2024-06-05,630,750,7,206336.0337014364,214247.23191219257,2,Low,Finance,3,4.54,3.83,97.5,1
262,2022-04-21,2022-11-11,150,204,24,144108.85598533138,155689.1001936885,3,Low,Finance,7,5.0,8.04,78.67,1
263,2022-08-14,2023-09-16,360,398,8,310842.4705122823,299385.4020930067,2,Medium,Marketing,1,3.2,-3.69,93.25,1
264,2020-04-20,2021-02-17,300,303,23,203703.44470544526,229832.51801998177,1,Medium,IT,8,3.34,12.83,79.05,1
265,2023-10-11,2025-03-02,510,508,30,291768.5375213316,323869.5633858643,3,High,Finance,5,4.01,11.0,68.93,1
266,2023-08-31,2024-06-13,360,287,7,257053.6215426074,324283.02055138175,4,Medium,HR,8,4.26,26.15,66.51,1
267,2023-08-16,2023-10-23,90,68,23,313144.74767711916,309634.7108638469,4,High,R&D,7,4.79,-1.12,84.1,1
268,2020-07-20,2022-05-11,600,660,24,230135.22000962662,310480.1109349638,5,High,Marketing,6,4.36,34.91,35.88,0
269,2020-05-04,2020-08-10,120,98,11,363950.4081636193,436633.8934336154,2,Low,Marketing,0,3.89,19.97,100.0,1
270,2022-04-04,2024-01-20,630,656,24,131030.27255718435,145921.2532860723,3,High,Finance,2,4.29,11.36,72.72,1
271,2021-11-25,2023-05-29,450,550,13,363425.65980218555,389912.9742728085,5,Low,IT,10,4.21,7.29,66.33,1
272,2020-08-11,2022-04-28,720,625,5,235247.54646088765,247954.34456826007,3,Low,HR,1,5.0,5.4,100.0,1
273,2021-05-24,2021-09-27,90,126,12,443442.9221844877,471733.88611685834,2,Medium,IT,4,4.12,6.38,73.48,1
274,2021-01-27,2021-05-04,120,97,11,281856.22468889493,317161.6181295926,4,Low,Operations,4,3.73,12.53,90.31,1
275,2021-01-24,2022-11-01,540,646,22,487899.65717154695,521393.9715130008,1,Medium,Operations,4,4.31,6.87,87.23,1
276,2023-01-03,2024-07-09,510,553,12,320870.9279934321,322128.9286252724,4,Medium,R&D,3,4.14,0.39,82.51,1
277,2022-07-07,2024-01-15,450,557,5,150732.07965784427,169749.7794725853,5,Medium,Finance,4,2.9,12.62,53.9,0
278,2020-10-14,2021-12-08,540,420,15,419805.7865800021,409124.5765146491,1,Low,Finance,2,3.99,-2.54,100.0,1
279,2022-05-14,2024-08-24,570,833,29,205287.18252007404,235745.6490064757,5,Medium,Finance,0,3.93,14.84,54.32,0
280,2021-01-10,2022-11-07,690,666,29,206428.64651720758,220164.39723639403,2,Medium,R&D,4,3.62,6.65,88.16,1
281,2021-07-24,2022-05-26,270,306,22,64312.10666832431,77464.55221820228,1,Medium,Operations,8,4.72,20.45,74.93,1
282,2022-08-05,2024-08-08,570,734,27,296921.8891433339,370665.7455290652,5,Medium,IT,8,3.45,24.84,38.87,0
283,2021-05-26,2022-01-19,270,238,14,290490.5766796353,362619.9922665721,2,Low,R&D,3,4.32,24.83,91.97,1
284,2020-06-03,2021-11-09,450,524,7,210196.16792239377,241245.45428148317,4,Medium,R&D,2,3.9,14.77,68.09,1
285,2022-06-26,2022-12-21,210,178,11,452397.7683031666,527145.0462130026,2,Low,IT,0,4.08,16.52,100.0,1
286,2023-02-01,2025-01-30,570,729,20,107936.77923483975,113504.9512202292,3,Medium,Finance,1,4.29,5.16,79.66,1
287,2020-07-19,2020-11-24,150,128,30,198544.78098956993,238580.53261949192,2,Medium,HR,7,3.08,20.16,74.66,1
288,2020-04-13,2021-01-10,270,272,20,194712.24410601304,237271.5126021095,2,Medium,IT,0,4.13,21.86,82.89,1
289,2023-08-28,2025-04-23,570,604,29,91530.76380293575,79165.01500032301,3,Medium,Operations,7,5.0,-13.51,97.92,1
290,2023-01-12,2023-11-20,270,312,24,266515.42732533196,308292.27473505674,5,High,Marketing,6,2.91,15.68,41.79,0
291,2020-01-31,2022-09-18,690,961,21,359503.1226932374,469230.47568071657,5,High,Marketing,7,3.96,30.52,24.17,0
292,2020-07-10,2020-09-30,90,82,6,280245.6560962675,293292.90060005675,2,High,R&D,5,4.79,4.66,86.26,1
293,2021-04-29,2023-03-29,570,699,5,120639.95722228718,122306.95455106805,3,High,Marketing,8,4.21,1.38,63.9,1
294,2020-12-06,2023-02-08,570,794,20,219778.68435893266,227914.99693163502,3,Low,HR,2,4.48,3.7,85.73,1
295,2022-04-12,2023-05-19,390,402,16,51167.76097264095,44734.36680572307,4,Low,Finance,9,2.34,-12.57,87.01,1
296,2022-09-21,2023-02-02,150,134,9,440735.4981660141,493137.8881213603,5,Medium,Operations,3,4.42,11.89,77.35,1
297,2022-09-12,2023-08-12,510,334,9,88032.65345630687,97231.60938249962,1,Low,HR,5,3.47,10.45,100.0,1
298,2021-03-13,2023-10-18,690,949,27,318775.13701494376,360073.7390633504,5,Medium,Operations,7,4.22,12.96,50.21,0
299,2022-04-01,2023-04-07,390,371,13,493815.6481400668,574009.577676741,5,Low,Operations,4,3.98,16.24,77.85,1
300,2020-04-30,2021-07-06,540,432,13,291465.7906942996,285724.20307338086,4,Medium,Finance,2,5.0,-1.97,100.0,1
301,2020-12-03,2022-05-12,720,525,7,465818.7915983449,531489.8688712921,1,Medium,R&D,5,4.38,14.1,98.97,1
302,2022-02-15,2022-11-06,330,264,23,156252.43990283195,182265.31468913986,4,Medium,Marketing,3,3.92,16.65,79.79,1
303,2020-01-05,2020-04-20,90,106,20,391979.9340219135,402461.9636607286,1,Medium,Finance,8,2.94,2.67,78.47,1
304,2022-03-10,2024-07-29,720,872,20,289069.58928809036,336193.04879798426,2,High,HR,2,4.08,16.3,65.94,1
305,2021-06-27,2023-02-27,540,610,7,374232.2276261592,416185.9034753105,1,Medium,R&D,3,4.58,11.21,89.23,1
306,2022-07-20,2023-06-23,330,338,24,78053.61313005866,78468.97813169684,4,High,HR,6,3.94,0.53,69.32,1
307,2021-08-07,2022-11-24,630,474,28,116482.59135780201,133071.84451954925,5,Low,R&D,6,3.65,14.24,82.74,1
308,2022-05-16,2023-05-10,420,359,26,109902.61786436522,116100.39889042958,1,High,HR,3,3.6,5.64,89.79,1
309,2023-11-27,2025-04-01,630,491,28,359224.477431499,432707.36149366834,1,Medium,Finance,5,4.37,20.46,91.83,1
310,2023-02-12,2025-04-24,720,802,5,429998.30268513295,457571.96233029116,3,Low,R&D,2,4.53,6.41,94.97,1
311,2023-09-17,2024-06-03,330,260,28,387327.3044038643,351125.82092955936,5,Low,R&D,5,4.95,-9.35,100.0,1
312,2022-09-23,2023-05-13,270,232,24,63712.46873011737,72635.27559814592,2,Medium,Operations,1,3.3,14.0,89.44,1
313,2020-11-13,2022-02-19,480,463,15,440246.7414836255,499420.52048352046,4,Low,Operations,7,4.37,13.44,82.0,1
314,2021-01-23,2022-03-19,630,420,21,209366.00185690646,196349.59882776227,2,Low,IT,1,3.91,-6.22,100.0,1
315,2021-08-30,2023-05-27,630,635,12,228723.72462683712,277345.90945791896,5,Medium,HR,10,3.94,21.26,52.35,0
316,2021-03-21,2021-07-17,120,118,8,97191.1249396164,117089.36771162105,1,Medium,Operations,6,4.28,20.47,81.69,1
317,2020-04-29,2021-06-11,330,408,10,381832.3427422186,370187.5907616374,1,Medium,IT,8,4.29,-3.05,87.41,1
318,2023-04-01,2024-04-12,450,377,12,132027.74531418114,132167.17385376824,5,High,Operations,0,4.37,0.11,83.26,1
319,2023-01-15,2024-01-28,510,378,24,303784.29140847636,327691.7682345064,1,Medium,HR,7,3.26,7.87,94.86,1
320,2020-05-04,2020-09-20,150,139,7,428319.493645069,422396.76893194753,1,Medium,R&D,6,3.48,-1.38,97.42,1
321,2021-10-04,2022-08-05,390,305,20,90141.94792042529,107815.14016607213,1,Low,Marketing,5,5.0,19.61,100.0,1
322,2020-04-27,2022-03-23,690,695,29,290901.00380698557,326491.5176274394,4,Medium,HR,5,3.85,12.23,71.65,1
323,2020-04-12,2021-02-08,480,302,7,154947.38519741053,145025.55066925279,4,Low,Finance,5,4.21,-6.4,100.0,1
324,2023-04-11,2023-12-31,300,264,29,204317.0889252171,199542.0684218839,3,High,Operations,8,4.74,-2.34,83.36,1
325,2022-09-03,2024-01-05,600,489,22,263286.4736437503,336521.6800834051,2,High,Operations,1,4.32,27.82,75.27,1
326,2022-10-26,2024-09-26,630,701,18,209796.93647568714,279100.07252135215,5,Medium,R&D,0,4.38,33.03,55.98,0
327,2022-12-23,2024-03-20,540,453,22,341970.2781312092,403801.7006110328,5,Low,Finance,5,4.63,18.08,82.61,1
328,2020-11-18,2021-02-05,120,79,6,265811.9457894126,283969.21736805496,5,High,R&D,9,2.52,6.83,62.29,1
329,2020-04-26,2021-02-08,300,288,26,312889.76812137617,323529.76088677894,3,Medium,Finance,10,3.66,3.4,77.16,1
330,2022-11-06,2024-12-11,720,766,7,381570.1139277108,451189.4557711209,4,Low,Marketing,7,4.33,18.25,73.99,1
331,2020-06-13,2021-01-26,240,227,20,300984.01967769687,334510.0517820914,3,Low,Operations,2,4.97,11.14,100.0,1
332,2021-01-15,2022-01-19,420,369,13,313940.9455973416,269514.93725499325,5,Medium,Operations,9,4.05,-14.15,87.91,1
333,2020-05-20,2021-08-05,510,442,8,304006.3441351886,381461.14049879246,2,Low,Marketing,0,3.41,25.48,91.99,1
334,2023-05-03,2024-03-04,300,306,5,220447.6816780802,286994.33138862776,1,High,IT,8,3.43,30.19,55.19,0
335,2020-05-19,2020-10-14,180,148,8,201851.07524236315,244358.4652415605,4,Medium,R&D,0,4.62,21.06,83.36,1
336,2023-10-14,2025-02-02,510,477,5,454841.32871525554,425848.97865600983,4,Low,Marketing,2,3.85,-6.37,100.0,1
337,2021-04-26,2023-05-25,660,759,18,323399.8500321078,324847.3982847674,3,High,R&D,7,3.99,0.45,68.12,1
338,2022-04-06,2023-06-02,570,422,25,159958.91995909455,131380.98256360326,4,Low,HR,2,4.43,-17.87,100.0,1
339,2020-09-02,2021-11-23,450,447,20,274211.4640320231,367280.829458977,5,Medium,Operations,3,1.97,33.94,43.46,0
340,2023-03-12,2024-04-01,600,386,24,198656.8165764113,207892.21613499025,5,Low,R&D,7,5.0,4.65,100.0,1
341,2021-05-19,2021-09-21,120,125,28,470161.3206919436,681730.8111146287,3,Low,Finance,0,3.49,45.0,64.78,1
342,2023-03-31,2024-03-27,450,362,12,53390.463410333636,74388.10536496207,5,Medium,R&D,5,4.17,39.33,54.71,0
343,2023-05-02,2024-10-24,450,541,11,151399.7589706377,146022.9536148067,2,Medium,HR,0,2.81,-3.55,88.79,1
344,2020-03-22,2021-08-12,720,508,7,214410.56885332594,213072.61240277963,3,Medium,Operations,0,3.7,-0.62,100.0,1
345,2023-06-22,2024-12-28,510,555,21,269514.410363932,315312.6036855818,2,Medium,Marketing,7,4.87,16.99,76.73,1
346,2020-06-16,2022-09-15,660,821,5,432867.88302626583,362231.932401736,1,Medium,HR,10,2.66,-16.32,86.59,1
347,2022-05-08,2023-02-18,360,286,20,89549.43104306475,92617.49595576833,2,Low,Operations,3,4.79,3.43,100.0,1
348,2023-09-08,2024-01-11,150,125,16,412639.19903351454,420593.2940552728,1,Low,R&D,0,3.81,1.93,100.0,1
349,2023-04-10,2024-09-03,630,512,23,75044.0702106389,103386.33126955164,1,High,IT,9,4.34,37.77,60.48,1
350,2023-03-03,2023-07-17,150,136,26,429041.3158841817,482307.9462942579,2,Medium,IT,6,4.46,12.42,87.1,1
351,2022-12-06,2025-02-07,720,794,27,73235.96504353077,77431.28388601395,3,Medium,Finance,4,4.31,5.73,81.85,1
352,2021-10-09,2022-12-09,480,426,26,58209.11664276247,58516.30303758837,5,Low,Operations,4,3.39,0.53,90.05,1
353,2021-06-18,2022-02-06,300,233,18,363632.65806488966,448761.7685989375,5,Low,IT,0,3.74,23.41,83.93,1
354,2021-02-22,2021-06-10,180,108,10,498764.99064577743,511480.19429265923,1,Medium,Marketing,9,2.98,2.55,100.0,1
355,2023-10-03,2026-02-20,660,871,10,453474.61833830934,495401.7722809478,1,High,Operations,10,4.34,9.25,61.54,1
356,2021-10-05,2023-03-10,390,521,17,309199.28801254695,310476.7360987413,3,Medium,Marketing,5,5.0,0.41,78.73,1
357,2021-05-03,2022-07-10,390,433,23,462828.0258884892,403757.02122386347,4,High,Marketing,8,2.72,-12.76,67.41,1
358,2021-06-27,2022-05-20,390,327,26,52385.00287892244,49796.907711982894,2,Medium,IT,8,3.47,-4.94,95.75,1
359,2022-03-21,2022-08-05,120,137,12,488780.2233253141,500855.1691735399,1,Low,Operations,7,3.87,2.47,96.22,1
360,2020-09-25,2022-08-04,570,678,6,270836.950666453,287225.77541157586,5,Medium,R&D,4,4.12,6.05,67.19,1
361,2023-10-07,2024-08-16,330,314,25,375303.2434797991,400480.9911633545,3,Low,HR,0,4.62,6.71,100.0,1
362,2023-08-14,2023-12-12,120,120,5,419387.66291900864,455732.6554027063,2,Low,IT,8,3.89,8.67,90.53,1
363,2021-09-06,2023-06-03,510,635,19,373305.7718764491,383271.86211709474,3,High,IT,0,3.78,2.67,71.95,1
364,2022-07-25,2023-07-23,540,363,5,290766.5294202097,378685.300263174,2,Medium,R&D,7,4.77,30.24,82.28,1
365,2021-10-09,2022-05-12,180,215,9,264478.7678568854,328534.8954377242,2,Medium,Operations,4,4.46,24.22,69.16,1
366,2020-05-28,2021-03-06,300,282,20,427362.1514161811,461437.2784923582,1,Low,Operations,2,4.38,7.97,100.0,1
367,2020-01-20,2020-10-03,330,257,23,142284.9020672566,161939.95943889278,3,Low,Marketing,10,4.08,13.81,88.19,1
368,2022-07-27,2023-01-10,210,167,8,485597.3299269054,507054.3044375831,3,Low,R&D,6,4.69,4.42,100.0,1
369,2023-06-26,2024-09-15,540,447,7,369928.61547653674,295942.8923812294,5,Low,R&D,6,3.54,-20.0,100.0,1
370,2023-02-27,2024-02-04,450,342,21,139778.1173022439,154185.60024716583,5,Medium,Operations,8,3.45,10.31,71.58,1
371,2020-07-23,2021-07-23,270,365,21,381311.2326643197,436922.48425204464,1,Low,Marketing,6,4.52,14.58,82.87,1
372,2020-05-30,2022-05-24,660,724,16,288428.0104315025,247500.28811907594,1,Medium,IT,10,2.86,-14.19,91.79,1
373,2023-01-06,2024-11-27,570,691,18,368253.54304,432665.3816936461,4,Low,Finance,2,4.06,17.49,74.84,1
374,2021-03-12,2021-08-25,150,166,25,395500.77564927744,418405.6091507647,5,Low,HR,10,3.78,5.79,69.99,1
375,2022-11-02,2023-06-02,210,212,10,89280.58081535395,102734.27672519277,2,Low,IT,0,3.02,15.07,92.64,1
376,2021-06-27,2023-03-28,630,639,7,277746.78036170616,295089.34568078164,3,Medium,Operations,7,3.35,6.24,75.67,1
377,2020-09-28,2021-10-20,420,387,13,469406.45401562034,604428.0149994524,1,Medium,HR,2,3.92,28.76,81.75,1
378,2021-12-15,2022-08-25,270,253,9,194288.98647178142,220310.9503582579,3,Medium,Finance,7,4.72,13.39,79.92,1
379,2020-05-20,2021-01-13,330,238,28,317247.39390105446,396674.2346587426,3,Medium,Finance,7,3.54,25.04,73.34,1
380,2021-05-15,2022-03-02,240,291,21,216153.71667945327,272939.2264289705,4,Medium,Marketing,4,4.85,26.27,58.73,0
381,2022-01-26,2023-01-25,570,364,18,254420.58749859483,237136.94241312993,5,Low,HR,0,4.04,-6.79,100.0,1
382,2021-08-06,2022-10-06,540,426,25,296871.40307216893,293649.5971148087,1,Low,Marketing,9,4.92,-1.09,100.0,1
383,2020-11-19,2021-06-17,150,210,7,297014.8909500398,346836.6446973156,3,High,IT,6,3.58,16.77,44.46,0
384,2022-06-16,2024-05-24,690,708,5,140778.70804860612,147137.59887080587,1,Medium,R&D,9,3.97,4.52,86.67,1
385,2023-01-17,2023-07-22,180,186,24,358057.196545925,381047.68556899903,2,Low,R&D,4,4.26,6.42,98.82,1
386,2023-12-11,2025-01-19,360,405,25,89540.65005919556,115774.69264318259,4,High,R&D,7,3.87,29.3,40.43,0
387,2021-09-11,2022-02-04,210,146,27,112471.14804890918,118482.17342314348,2,Medium,HR,8,4.67,5.34,99.25,1
388,2023-06-06,2024-10-16,690,498,5,51219.90473644835,48897.62487304698,1,Low,R&D,10,2.45,-4.53,100.0,1
389,2023-09-01,2025-06-18,720,656,7,102513.2288637566,99943.2221909917,1,Medium,IT,6,5.0,-2.51,100.0,1
390,2022-12-19,2023-10-10,360,295,22,262924.7904733515,375286.6133928238,5,Medium,Marketing,6,4.6,42.74,52.04,0
391,2020-01-17,2021-03-06,420,414,29,322745.8464751274,346392.49156434654,3,Medium,HR,0,3.88,7.33,89.1,1
392,2023-09-29,2024-10-27,360,394,14,407430.2524849081,364797.90662933857,3,Low,Marketing,3,3.61,-10.46,100.0,1
393,2023-02-09,2024-09-06,450,575,26,98014.66255104623,81801.19573845022,2,Low,HR,1,3.39,-16.54,100.0,1
394,2021-09-05,2022-12-02,390,453,30,432827.3570074046,435556.1186373528,4,Medium,Marketing,1,4.45,0.63,83.79,1
395,2023-09-20,2025-04-19,720,577,7,385688.53649692313,412887.9408519323,3,Medium,Finance,1,4.7,7.05,99.29,1
396,2020-07-31,2021-12-13,540,500,12,233833.2318211626,290508.80830332695,5,High,Marketing,3,3.89,24.24,53.5,0
397,2020-10-02,2021-06-21,300,262,18,469822.1301949796,576871.9364797468,2,Medium,R&D,0,4.77,22.79,90.71,1
398,2021-06-25,2022-02-20,300,240,28,495918.26440582576,545037.9949278639,2,Low,Finance,3,3.36,9.9,100.0,1
399,2020-08-24,2021-04-07,300,226,22,142250.81452395677,146785.01827949315,5,Medium,Marketing,1,3.24,3.19,87.02,1
400,2020-08-07,2022-03-29,450,599,19,220652.86323371017,253958.2677546268,4,Low,HR,4,5.0,15.09,73.68,1
401,2023-02-07,2023-06-07,120,120,26,466902.24061537004,391118.44549459463,5,Medium,HR,2,4.41,-16.23,97.05,1
402,2020-11-14,2021-12-21,420,402,27,374718.4478380747,523542.4262641054,4,Medium,HR,7,4.98,39.72,54.33,0
403,2021-07-11,2022-08-09,360,394,6,71642.58978383946,85836.12159411376,5,Low,Operations,3,3.4,19.81,67.88,1
404,2021-07-31,2022-11-07,420,464,14,401681.51678813674,494087.7604420902,5,Medium,IT,0,3.35,23.0,59.17,0
405,2023-05-23,2024-09-11,390,477,6,422573.39922987134,396744.4422717793,1,Low,HR,0,3.75,-6.11,100.0,1
406,2021-03-07,2022-05-16,510,435,30,387725.86614439107,501095.8610696775,2,Low,Finance,9,3.42,29.24,76.11,1
407,2021-12-03,2023-07-09,540,583,21,409791.70891378203,422494.1970231654,5,Low,HR,2,4.49,3.1,88.8,1
408,2021-02-20,2022-06-02,570,467,12,421309.70451175875,403242.3777746899,5,Low,Operations,8,3.47,-4.29,91.03,1
409,2023-11-08,2024-03-03,120,116,5,133882.24405466486,146483.79572787607,3,High,R&D,6,3.18,9.41,65.7,1
410,2023-07-22,2025-03-19,600,606,13,156061.28572924988,170203.05022993745,2,Medium,Finance,1,4.1,9.06,91.35,1
411,2021-06-24,2022-08-30,420,432,15,335191.35367407976,314483.04384304147,3,Low,Operations,8,3.1,-6.18,92.28,1
412,2022-11-01,2024-08-05,630,643,26,458539.7587081322,442839.0808561826,2,Medium,R&D,9,2.74,-3.42,82.12,1
413,2022-09-27,2024-08-23,600,696,20,192288.46203342258,183446.1220447816,3,Low,Finance,1,4.09,-4.6,100.0,1
414,2021-05-29,2022-10-13,570,502,11,314738.0041077755,300714.1409706761,5,High,Marketing,2,2.78,-4.46,74.21,1
415,2020-04-14,2020-12-18,240,248,14,357341.9285377096,372273.57320381753,5,Medium,IT,10,4.54,4.18,68.04,1
416,2020-07-08,2021-09-14,510,433,27,253376.87058456766,225924.0515792459,1,Medium,IT,9,3.02,-10.83,100.0,1
417,2023-07-23,2024-03-16,150,237,30,371202.1046848967,369826.36486855906,3,Low,Operations,1,2.43,-0.37,72.75,1
418,2022-05-17,2022-11-30,240,197,7,454850.3503814779,571642.3577488817,4,Medium,R&D,2,3.79,25.68,72.6,1
419,2021-07-20,2021-11-26,150,129,22,330845.69488182693,404788.5225376374,1,Medium,IT,5,4.1,22.35,85.73,1
420,2020-03-31,2020-07-14,90,105,29,292901.47786158486,276064.94846269034,3,High,R&D,8,4.34,-5.75,72.65,1
421,2020-01-08,2021-02-23,450,412,28,247435.10392475256,307742.644311014,3,Low,R&D,8,4.12,24.37,77.48,1
422,2021-11-14,2024-02-03,690,811,17,309868.82190775656,249454.9711464816,1,Low,Operations,6,3.26,-19.5,100.0,1
423,2020-09-24,2022-01-31,480,494,30,209913.10331827815,307390.79710633785,5,High,Operations,2,4.5,46.44,36.18,0
424,2023-07-28,2024-09-14,450,414,11,226166.94959067585,292896.82477641664,3,Medium,Operations,3,4.67,29.5,73.46,1
425,2021-06-20,2021-11-20,180,153,29,289335.8658596783,293976.8748283935,5,Low,IT,5,3.16,1.6,88.0,1
426,2020-11-26,2021-07-12,270,228,8,79978.60057586763,92564.3518180466,1,Low,Operations,10,3.87,15.74,93.0,1
427,2022-06-23,2024-04-17,720,664,17,153061.42591615836,136203.56201469075,5,High,IT,4,3.81,-11.01,79.96,1
428,2023-02-03,2024-01-17,360,348,24,294282.189776034,326378.4942399686,2,Low,Operations,1,4.15,10.91,100.0,1
429,2023-12-16,2024-07-29,270,226,5,244187.66441139916,261879.19381071525,4,Medium,HR,5,3.86,7.25,82.51,1
430,2022-05-25,2024-03-30,690,675,12,199767.10366061793,194730.07434555382,3,Medium,R&D,2,3.95,-2.52,94.65,1
431,2023-02-22,2024-03-27,510,399,18,378747.11156418564,390002.10353845,4,Low,Operations,7,4.45,2.97,98.07,1
432,2020-01-20,2021-08-29,510,587,20,362172.9233315023,367588.0889237151,5,Medium,Finance,1,3.22,1.5,72.37,1
433,2020-08-17,2021-03-19,180,214,18,125028.84199702242,116306.76647745569,3,Low,R&D,0,4.52,-6.98,100.0,1
434,2020-06-03,2020-12-27,240,207,16,445383.10191804724,432590.7697678692,5,Low,R&D,8,4.8,-2.87,94.79,1
435,2023-11-16,2025-05-29,660,560,23,272940.63188178453,241204.00576382442,2,Medium,Operations,2,5.0,-11.63,100.0,1
436,2020-11-01,2021-06-06,210,217,27,383657.41001257044,471361.34616968967,1,High,Marketing,10,2.5,22.86,52.88,0
437,2023-01-22,2025-04-28,660,827,19,307917.8821658249,295657.54295811965,3,Medium,Operations,0,3.87,-3.98,87.42,1
